TargetAmount,OrderDate,ActualAmount,ProductCategory,Country
3331.5,5/4/2015,3301.98,Clothing,United States
694.25,5/4/2015,3713.43,Clothing,Australia
413.25,5/4/2015,771.78,Clothing,Germany
660.75,5/4/2015,97.95,Clothing,United Kingdom
802,5/4/2015,224.2,Clothing,Canada
679.25,5/4/2015,25.26,Clothing,France
2133.5,5/4/2015,614.97,Accessories,United States
0,5/4/2015,4741.33,Accessories,Australia
0,5/4/2015,120.96,Accessories,Germany
0,5/4/2015,2419.06,Accessories,United Kingdom
772.75,5/4/2015,0,Accessories,Canada
296.5,5/4/2015,34.99,Accessories,France
614.25,5/5/2015,131.94,Bikes,Canada
459.75,5/5/2015,742.35,Bikes,France
767.25,5/5/2015,104.56,Bikes,Australia
732.5,5/5/2015,2392.96,Bikes,United Kingdom
2557.25,5/5/2015,273.48,Bikes,United States
364.25,5/5/2015,2298.98,Bikes,Germany
802,5/5/2015,2399.05,Clothing,Canada
679.25,5/5/2015,4030.97,Clothing,France
694.25,5/5/2015,2923.12,Clothing,Australia
660.75,5/5/2015,4.99,Clothing,United Kingdom
3331.5,5/5/2015,8260.56,Clothing,United States
413.25,5/5/2015,93.91,Clothing,Germany
772.75,5/5/2015,124.96,Accessories,Canada
296.5,5/5/2015,0,Accessories,France
0,5/5/2015,81.26,Accessories,Australia
0,5/5/2015,3534.04,Accessories,United Kingdom
2133.5,5/5/2015,2539.4,Accessories,United States
0,5/5/2015,2443.35,Accessories,Germany
767.25,5/6/2015,811.32,Bikes,Australia
732.5,5/6/2015,1723.46,Bikes,United Kingdom
2557.25,5/6/2015,4494.21,Bikes,United States
364.25,5/6/2015,1188.46,Bikes,Germany
614.25,5/6/2015,34.99,Bikes,Canada
459.75,5/6/2015,35,Bikes,France
3065,5/6/2015,13386.89,Components,United States
1783.25,5/6/2015,1202.75,Components,Germany
694.25,5/6/2015,2936.8,Clothing,Australia
660.75,5/6/2015,1674.46,Clothing,United Kingdom
3331.5,5/6/2015,444.91,Clothing,United States
413.25,5/6/2015,609.98,Clothing,Germany
802,5/6/2015,153.74,Clothing,Canada
679.25,5/6/2015,2421.36,Clothing,France
0,5/6/2015,798.31,Accessories,Australia
0,5/6/2015,159.98,Accessories,United Kingdom
2133.5,5/6/2015,2565,Accessories,United States
0,5/6/2015,1130.46,Accessories,Germany
772.75,5/6/2015,36.96,Accessories,Canada
296.5,5/6/2015,38.98,Accessories,France
364.25,5/7/2015,3633.91,Bikes,Germany
459.75,5/7/2015,2371.24,Bikes,France
732.5,5/7/2015,4.99,Bikes,United Kingdom
614.25,5/7/2015,71.48,Bikes,Canada
767.25,5/7/2015,2602.23,Bikes,Australia
2557.25,5/7/2015,4881.86,Bikes,United States
453.75,5/7/2015,635.22,Components,Canada
1646.25,5/7/2015,9380.55,Components,Australia
413.25,5/7/2015,4257.8,Clothing,Germany
679.25,5/7/2015,4851.94,Clothing,France
660.75,5/7/2015,4073.95,Clothing,United Kingdom
802,5/7/2015,32.6,Clothing,Canada
694.25,5/7/2015,1203.41,Clothing,Australia
3331.5,5/7/2015,83.93,Clothing,United States
0,5/7/2015,5721.97,Accessories,Germany
296.5,5/7/2015,127.27,Accessories,France
0,5/7/2015,39.98,Accessories,United Kingdom
772.75,5/7/2015,0,Accessories,Canada
0,5/7/2015,2528.52,Accessories,Australia
2133.5,5/7/2015,2425.24,Accessories,United States
757,5/8/2015,62.93,Bikes,Canada
312,5/8/2015,0,Bikes,United Kingdom
3069.75,5/8/2015,6515.79,Bikes,United States
363,5/8/2015,3.99,Bikes,France
584,5/8/2015,543.98,Bikes,Germany
675.75,5/8/2015,5570.59,Bikes,Australia
13054.5,5/8/2015,17946.84,Components,United States
1588.5,5/8/2015,34.99,Components,France
469.25,5/8/2015,2319.99,Clothing,Canada
512.75,5/8/2015,1660.48,Clothing,United Kingdom
2836.25,5/8/2015,3442.69,Clothing,United States
740.75,5/8/2015,792.34,Clothing,France
604.5,5/8/2015,39.98,Clothing,Germany
424.25,5/8/2015,3256.17,Clothing,Australia
320.75,5/8/2015,37.27,Accessories,Canada
98,5/8/2015,1243.83,Accessories,United Kingdom
2539.5,5/8/2015,316.32,Accessories,United States
356.25,5/8/2015,21.49,Accessories,France
371.75,5/8/2015,24.49,Accessories,Germany
342,5/8/2015,42.94,Accessories,Australia
312,5/9/2015,82.45,Bikes,United Kingdom
3069.75,5/9/2015,4864.64,Bikes,United States
363,5/9/2015,4.99,Bikes,France
584,5/9/2015,2324.98,Bikes,Germany
675.75,5/9/2015,33.97,Bikes,Australia
757,5/9/2015,68.97,Bikes,Canada
1568,5/9/2015,4612.74,Components,Canada
512.75,5/9/2015,1129.48,Clothing,United Kingdom
2836.25,5/9/2015,3712.21,Clothing,United States
740.75,5/9/2015,9.99,Clothing,France
604.5,5/9/2015,9.98,Clothing,Germany
424.25,5/9/2015,4069.44,Clothing,Australia
469.25,5/9/2015,2488.98,Clothing,Canada
98,5/9/2015,34.99,Accessories,United Kingdom
2539.5,5/9/2015,7209.55,Accessories,United States
356.25,5/9/2015,14.98,Accessories,France
371.75,5/9/2015,34.99,Accessories,Germany
342,5/9/2015,578.97,Accessories,Australia
320.75,5/9/2015,111.96,Accessories,Canada
757,5/10/2015,134.7,Bikes,Canada
3069.75,5/10/2015,4986.75,Bikes,United States
363,5/10/2015,104.97,Bikes,France
584,5/10/2015,4020.98,Bikes,Germany
675.75,5/10/2015,54.99,Bikes,Australia
312,5/10/2015,22.27,Bikes,United Kingdom
3054.5,5/10/2015,17976.98,Components,United States
588.5,5/10/2015,113.94,Components,France
469.25,5/10/2015,93.87,Clothing,Canada
2836.25,5/10/2015,2488.57,Clothing,United States
740.75,5/10/2015,4.99,Clothing,France
604.5,5/10/2015,2351.27,Clothing,Germany
424.25,5/10/2015,4.99,Clothing,Australia
512.75,5/10/2015,2316.97,Clothing,United Kingdom
320.75,5/10/2015,44.97,Accessories,Canada
2539.5,5/10/2015,1297.42,Accessories,United States
356.25,5/10/2015,0,Accessories,France
371.75,5/10/2015,39.98,Accessories,Germany
342,5/10/2015,3499.04,Accessories,Australia
98,5/10/2015,2319.99,Accessories,United Kingdom
675.75,5/11/2015,3646.54,Bikes,Australia
312,5/11/2015,16.27,Bikes,United Kingdom
3069.75,5/11/2015,222.97,Bikes,United States
584,5/11/2015,3.99,Bikes,Germany
363,5/11/2015,1144.98,Bikes,France
757,5/11/2015,1306.4,Bikes,Canada
2695.75,5/11/2015,3548.15,Components,Germany
424.25,5/11/2015,3288.66,Clothing,Australia
512.75,5/11/2015,1502.04,Clothing,United Kingdom
2836.25,5/11/2015,2495.54,Clothing,United States
604.5,5/11/2015,2.29,Clothing,Germany
740.75,5/11/2015,46.27,Clothing,France
469.25,5/11/2015,61.96,Clothing,Canada
342,5/11/2015,2356.26,Accessories,Australia
98,5/11/2015,2445.64,Accessories,United Kingdom
2539.5,5/11/2015,2329.98,Accessories,United States
371.75,5/11/2015,794.48,Accessories,Germany
356.25,5/11/2015,1122.78,Accessories,France
320.75,5/11/2015,59.57,Accessories,Canada
584,5/12/2015,880.96,Bikes,Germany
757,5/12/2015,4.99,Bikes,Canada
363,5/12/2015,96.95,Bikes,France
675.75,5/12/2015,995.76,Bikes,Australia
3069.75,5/12/2015,5626.11,Bikes,United States
312,5/12/2015,46.93,Bikes,United Kingdom
487.25,5/12/2015,10338.64,Components,Australia
604.5,5/12/2015,2384.07,Clothing,Germany
469.25,5/12/2015,2453.93,Clothing,Canada
740.75,5/12/2015,28.99,Clothing,France
424.25,5/12/2015,5593.41,Clothing,Australia
2836.25,5/12/2015,325.85,Clothing,United States
512.75,5/12/2015,2332.28,Clothing,United Kingdom
371.75,5/12/2015,69.98,Accessories,Germany
320.75,5/12/2015,0,Accessories,Canada
356.25,5/12/2015,0,Accessories,France
342,5/12/2015,2506.85,Accessories,Australia
2539.5,5/12/2015,2578.95,Accessories,United States
98,5/12/2015,56.49,Accessories,United Kingdom
675.75,5/13/2015,187.96,Bikes,Australia
3069.75,5/13/2015,1307.87,Bikes,United States
584,5/13/2015,43.96,Bikes,Germany
312,5/13/2015,67.93,Bikes,United Kingdom
363,5/13/2015,742.35,Bikes,France
757,5/13/2015,2516.46,Bikes,Canada
424.25,5/13/2015,133.45,Clothing,Australia
2836.25,5/13/2015,2476.54,Clothing,United States
604.5,5/13/2015,51.97,Clothing,Germany
512.75,5/13/2015,3.99,Clothing,United Kingdom
740.75,5/13/2015,1749.96,Clothing,France
469.25,5/13/2015,9.57,Clothing,Canada
342,5/13/2015,3558.55,Accessories,Australia
2539.5,5/13/2015,1848.71,Accessories,United States
371.75,5/13/2015,34.99,Accessories,Germany
98,5/13/2015,1155.48,Accessories,United Kingdom
356.25,5/13/2015,44.98,Accessories,France
320.75,5/13/2015,70.96,Accessories,Canada
363,5/14/2015,194.96,Bikes,France
3069.75,5/14/2015,7191.38,Bikes,United States
312,5/14/2015,2274.96,Bikes,United Kingdom
584,5/14/2015,856.32,Bikes,Germany
675.75,5/14/2015,3485.01,Bikes,Australia
757,5/14/2015,2359.56,Bikes,Canada
740.75,5/14/2015,1744.98,Clothing,France
2836.25,5/14/2015,2771.47,Clothing,United States
512.75,5/14/2015,39.98,Clothing,United Kingdom
604.5,5/14/2015,1125.48,Clothing,Germany
424.25,5/14/2015,7.95,Clothing,Australia
469.25,5/14/2015,2888.61,Clothing,Canada
356.25,5/14/2015,2443.05,Accessories,France
2539.5,5/14/2015,1876.91,Accessories,United States
98,5/14/2015,0,Accessories,United Kingdom
371.75,5/14/2015,640.26,Accessories,Germany
342,5/14/2015,1326.32,Accessories,Australia
320.75,5/14/2015,156.95,Accessories,Canada
757,5/15/2015,72.97,Bikes,Canada
3069.75,5/15/2015,2622.38,Bikes,United States
312,5/15/2015,2294.99,Bikes,United Kingdom
363,5/15/2015,24.49,Bikes,France
584,5/15/2015,1297.44,Bikes,Germany
675.75,5/15/2015,3475.47,Bikes,Australia
1631.25,5/15/2015,1297.76,Components,United Kingdom
1588.5,5/15/2015,5463.39,Components,France
469.25,5/15/2015,2463.95,Clothing,Canada
2836.25,5/15/2015,3557.87,Clothing,United States
512.75,5/15/2015,1197.46,Clothing,United Kingdom
740.75,5/15/2015,539.99,Clothing,France
604.5,5/15/2015,61.95,Clothing,Germany
424.25,5/15/2015,4196.02,Clothing,Australia
320.75,5/15/2015,39.98,Accessories,Canada
2539.5,5/15/2015,9432.01,Accessories,United States
98,5/15/2015,0,Accessories,United Kingdom
356.25,5/15/2015,53.99,Accessories,France
371.75,5/15/2015,71.48,Accessories,Germany
342,5/15/2015,139.97,Accessories,Australia
2512.25,5/16/2015,5564.92,Bikes,United States
801.25,5/16/2015,1120.49,Bikes,France
268.75,5/16/2015,3415.48,Bikes,Germany
584.25,5/16/2015,3005.33,Bikes,Australia
426.5,5/16/2015,2298.98,Bikes,United Kingdom
364.75,5/16/2015,2479.05,Bikes,Canada
1497.5,5/16/2015,1489.24,Components,United Kingdom
682.5,5/16/2015,213.77,Components,Canada
2341.25,5/16/2015,5975.69,Clothing,United States
267.5,5/16/2015,1543.68,Clothing,France
795.75,5/16/2015,539.99,Clothing,Germany
689,5/16/2015,4843.01,Clothing,Australia
364.5,5/16/2015,2462.55,Clothing,United Kingdom
671.25,5/16/2015,174.96,Clothing,Canada
2945.75,5/16/2015,783.93,Accessories,United States
646.25,5/16/2015,4.99,Accessories,France
441.5,5/16/2015,21.98,Accessories,Germany
648.75,5/16/2015,130.26,Accessories,Australia
1373,5/16/2015,4.99,Accessories,United Kingdom
404,5/16/2015,69.98,Accessories,Canada
364.75,5/17/2015,1155.47,Bikes,Canada
801.25,5/17/2015,3480.46,Bikes,France
584.25,5/17/2015,2956.34,Bikes,Australia
2512.25,5/17/2015,783.96,Bikes,United States
426.5,5/17/2015,34.99,Bikes,United Kingdom
268.75,5/17/2015,15.23,Bikes,Germany
328.25,5/17/2015,13465.63,Components,Australia
671.25,5/17/2015,115.44,Clothing,Canada
267.5,5/17/2015,639.94,Clothing,France
689,5/17/2015,97.95,Clothing,Australia
2341.25,5/17/2015,4152.67,Clothing,United States
364.5,5/17/2015,249.24,Clothing,United Kingdom
795.75,5/17/2015,2478.24,Clothing,Germany
404,5/17/2015,2384.07,Accessories,Canada
646.25,5/17/2015,2.29,Accessories,France
648.75,5/17/2015,771.61,Accessories,Australia
2945.75,5/17/2015,37.28,Accessories,United States
1373,5/17/2015,24.99,Accessories,United Kingdom
441.5,5/17/2015,2.29,Accessories,Germany
584.25,5/18/2015,33.97,Bikes,Australia
2512.25,5/18/2015,169.9,Bikes,United States
426.5,5/18/2015,1700.99,Bikes,United Kingdom
268.75,5/18/2015,37.28,Bikes,Germany
364.75,5/18/2015,539.99,Bikes,Canada
801.25,5/18/2015,2405.56,Bikes,France
689,5/18/2015,51.26,Clothing,Australia
2341.25,5/18/2015,6991.95,Clothing,United States
364.5,5/18/2015,98.49,Clothing,United Kingdom
795.75,5/18/2015,583.96,Clothing,Germany
671.25,5/18/2015,84.98,Clothing,Canada
267.5,5/18/2015,2477.33,Clothing,France
648.75,5/18/2015,782.33,Accessories,Australia
2945.75,5/18/2015,932.41,Accessories,United States
1373,5/18/2015,0,Accessories,United Kingdom
441.5,5/18/2015,33.77,Accessories,Germany
404,5/18/2015,0,Accessories,Canada
646.25,5/18/2015,1244.83,Accessories,France
642.25,5/19/2015,44.98,Bikes,Germany
701,5/19/2015,6889.89,Bikes,United Kingdom
431.75,5/19/2015,52.97,Bikes,Canada
744.25,5/19/2015,0,Bikes,France
599,5/19/2015,53.97,Bikes,Australia
2324.25,5/19/2015,4230.29,Bikes,United States
1566,5/19/2015,5247.71,Components,France
1413.25,5/19/2015,10757.38,Components,Australia
540.5,5/19/2015,4.99,Clothing,Germany
727.25,5/19/2015,2451.22,Clothing,United Kingdom
325.75,5/19/2015,1787.94,Clothing,Canada
726.5,5/19/2015,18.97,Clothing,France
302,5/19/2015,566.55,Clothing,Australia
3515.25,5/19/2015,907.94,Clothing,United States
774.5,5/19/2015,14.98,Accessories,Germany
25.75,5/19/2015,2456.78,Accessories,United Kingdom
481.75,5/19/2015,4826.43,Accessories,Canada
583.75,5/19/2015,0,Accessories,France
602.25,5/19/2015,626.58,Accessories,Australia
2657.5,5/19/2015,2438.22,Accessories,United States
2324.25,5/20/2015,8261.37,Bikes,United States
744.25,5/20/2015,1855.98,Bikes,France
701,5/20/2015,2419.05,Bikes,United Kingdom
642.25,5/20/2015,1079.98,Bikes,Germany
599,5/20/2015,30.47,Bikes,Australia
431.75,5/20/2015,153.48,Bikes,Canada
1930,5/20/2015,19979.57,Components,United States
2566,5/20/2015,7380.45,Components,France
639.5,5/20/2015,5277.88,Components,United Kingdom
3515.25,5/20/2015,4693.87,Clothing,United States
726.5,5/20/2015,4.99,Clothing,France
727.25,5/20/2015,64.96,Clothing,United Kingdom
540.5,5/20/2015,2460.02,Clothing,Germany
302,5/20/2015,4876.98,Clothing,Australia
325.75,5/20/2015,2351.96,Clothing,Canada
2657.5,5/20/2015,2493.95,Accessories,United States
583.75,5/20/2015,63.47,Accessories,France
25.75,5/20/2015,133.97,Accessories,United Kingdom
774.5,5/20/2015,573.97,Accessories,Germany
602.25,5/20/2015,2499.32,Accessories,Australia
481.75,5/20/2015,4.99,Accessories,Canada
2324.25,5/21/2015,9512.49,Bikes,United States
744.25,5/21/2015,67.97,Bikes,France
701,5/21/2015,2461.33,Bikes,United Kingdom
642.25,5/21/2015,56.48,Bikes,Germany
599,5/21/2015,2452.92,Bikes,Australia
431.75,5/21/2015,1120.49,Bikes,Canada
1522,5/21/2015,3003.51,Components,Canada
3515.25,5/21/2015,5675.18,Clothing,United States
726.5,5/21/2015,1735.98,Clothing,France
727.25,5/21/2015,2260.46,Clothing,United Kingdom
540.5,5/21/2015,4173.79,Clothing,Germany
302,5/21/2015,42.27,Clothing,Australia
325.75,5/21/2015,74.97,Clothing,Canada
2657.5,5/21/2015,120.9,Accessories,United States
583.75,5/21/2015,574.98,Accessories,France
25.75,5/21/2015,24.22,Accessories,United Kingdom
774.5,5/21/2015,1138.46,Accessories,Germany
602.25,5/21/2015,21.98,Accessories,Australia
481.75,5/21/2015,0,Accessories,Canada
431.75,5/22/2015,59.25,Bikes,Canada
2324.25,5/22/2015,7365.56,Bikes,United States
744.25,5/22/2015,2434.06,Bikes,France
642.25,5/22/2015,2869.97,Bikes,Germany
701,5/22/2015,2452.04,Bikes,United Kingdom
599,5/22/2015,3673.5,Bikes,Australia
325.75,5/22/2015,1835.95,Clothing,Canada
3515.25,5/22/2015,2634.12,Clothing,United States
726.5,5/22/2015,120,Clothing,France
540.5,5/22/2015,2.29,Clothing,Germany
727.25,5/22/2015,24.99,Clothing,United Kingdom
302,5/22/2015,4956.1,Clothing,Australia
481.75,5/22/2015,2329.98,Accessories,Canada
2657.5,5/22/2015,169.53,Accessories,United States
583.75,5/22/2015,539.99,Accessories,France
774.5,5/22/2015,2.29,Accessories,Germany
25.75,5/22/2015,34.99,Accessories,United Kingdom
602.25,5/22/2015,872.75,Accessories,Australia
2324.25,5/23/2015,1581.04,Bikes,United States
701,5/23/2015,2515.32,Bikes,United Kingdom
642.25,5/23/2015,37.28,Bikes,Germany
599,5/23/2015,3627,Bikes,Australia
431.75,5/23/2015,4.99,Bikes,Canada
744.25,5/23/2015,2454.05,Bikes,France
1413.25,5/23/2015,6919.67,Components,Australia
1522,5/23/2015,157.44,Components,Canada
3515.25,5/23/2015,2496.92,Clothing,United States
727.25,5/23/2015,49.99,Clothing,United Kingdom
540.5,5/23/2015,0,Clothing,Germany
302,5/23/2015,639.45,Clothing,Australia
325.75,5/23/2015,1578.45,Clothing,Canada
726.5,5/23/2015,0,Clothing,France
2657.5,5/23/2015,6133.94,Accessories,United States
25.75,5/23/2015,21.49,Accessories,United Kingdom
774.5,5/23/2015,34.99,Accessories,Germany
602.25,5/23/2015,5380.29,Accessories,Australia
481.75,5/23/2015,61.95,Accessories,Canada
583.75,5/23/2015,742.35,Accessories,France
744.25,5/24/2015,804.48,Bikes,France
431.75,5/24/2015,2452.9,Bikes,Canada
599,5/24/2015,69.23,Bikes,Australia
2324.25,5/24/2015,4731.91,Bikes,United States
701,5/24/2015,0,Bikes,United Kingdom
642.25,5/24/2015,2389.96,Bikes,Germany
726.5,5/24/2015,7.28,Clothing,France
325.75,5/24/2015,165.43,Clothing,Canada
302,5/24/2015,3098.49,Clothing,Australia
3515.25,5/24/2015,1303.67,Clothing,United States
727.25,5/24/2015,2384.07,Clothing,United Kingdom
540.5,5/24/2015,836.92,Clothing,Germany
583.75,5/24/2015,4773.13,Accessories,France
481.75,5/24/2015,2335.94,Accessories,Canada
602.25,5/24/2015,4688.94,Accessories,Australia
2657.5,5/24/2015,2912.95,Accessories,United States
25.75,5/24/2015,0,Accessories,United Kingdom
774.5,5/24/2015,2378.46,Accessories,Germany
599,5/25/2015,4105.87,Bikes,Australia
701,5/25/2015,13.98,Bikes,United Kingdom
2324.25,5/25/2015,4150.24,Bikes,United States
642.25,5/25/2015,32.6,Bikes,Germany
431.75,5/25/2015,2385.93,Bikes,Canada
744.25,5/25/2015,539.99,Bikes,France
2626.75,5/25/2015,5412.55,Components,Germany
302,5/25/2015,8499.91,Clothing,Australia
727.25,5/25/2015,2416.03,Clothing,United Kingdom
3515.25,5/25/2015,9430.5,Clothing,United States
540.5,5/25/2015,47.97,Clothing,Germany
325.75,5/25/2015,118.96,Clothing,Canada
726.5,5/25/2015,38.97,Clothing,France
602.25,5/25/2015,44.97,Accessories,Australia
25.75,5/25/2015,2439.06,Accessories,United Kingdom
2657.5,5/25/2015,2357.91,Accessories,United States
774.5,5/25/2015,9.99,Accessories,Germany
481.75,5/25/2015,29.93,Accessories,Canada
583.75,5/25/2015,0,Accessories,France
744.25,5/26/2015,2409.96,Bikes,France
642.25,5/26/2015,13.98,Bikes,Germany
701,5/26/2015,118.96,Bikes,United Kingdom
431.75,5/26/2015,49.96,Bikes,Canada
599,5/26/2015,2509.97,Bikes,Australia
2324.25,5/26/2015,244.67,Bikes,United States
413.25,5/26/2015,6065.9,Components,Australia
726.5,5/26/2015,130.45,Clothing,France
540.5,5/26/2015,57.94,Clothing,Germany
727.25,5/26/2015,1206.45,Clothing,United Kingdom
325.75,5/26/2015,128.72,Clothing,Canada
302,5/26/2015,1459.44,Clothing,Australia
3515.25,5/26/2015,7204.12,Clothing,United States
583.75,5/26/2015,0,Accessories,France
774.5,5/26/2015,2299.98,Accessories,Germany
25.75,5/26/2015,54.98,Accessories,United Kingdom
481.75,5/26/2015,564.99,Accessories,Canada
602.25,5/26/2015,5356.1,Accessories,Australia
2657.5,5/26/2015,2504.45,Accessories,United States
431.75,5/27/2015,1745.98,Bikes,Canada
2324.25,5/27/2015,84.92,Bikes,United States
744.25,5/27/2015,4664.47,Bikes,France
701,5/27/2015,21.98,Bikes,United Kingdom
642.25,5/27/2015,4.99,Bikes,Germany
599,5/27/2015,5307.28,Bikes,Australia
1639.5,5/27/2015,104.46,Components,United Kingdom
1626.75,5/27/2015,936.75,Components,Germany
325.75,5/27/2015,24.27,Clothing,Canada
3515.25,5/27/2015,3618.71,Clothing,United States
726.5,5/27/2015,1210.06,Clothing,France
727.25,5/27/2015,34.99,Clothing,United Kingdom
540.5,5/27/2015,2528.6,Clothing,Germany
302,5/27/2015,5254.03,Clothing,Australia
481.75,5/27/2015,168.98,Accessories,Canada
2657.5,5/27/2015,6794.65,Accessories,United States
583.75,5/27/2015,33.98,Accessories,France
25.75,5/27/2015,1700.99,Accessories,United Kingdom
774.5,5/27/2015,2397.05,Accessories,Germany
602.25,5/27/2015,2353.97,Accessories,Australia
280.5,5/28/2015,2480.29,Bikes,United Kingdom
2836.5,5/28/2015,4118.9,Bikes,United States
647.5,5/28/2015,633.96,Bikes,France
327,5/28/2015,4787.31,Bikes,Germany
507.5,5/28/2015,564.48,Bikes,Australia
574.5,5/28/2015,102.59,Bikes,Canada
579.25,5/28/2015,129.43,Clothing,United Kingdom
1950.5,5/28/2015,128.67,Clothing,United States
788,5/28/2015,756.53,Clothing,France
731.75,5/28/2015,606.04,Clothing,Germany
566.75,5/28/2015,1690.46,Clothing,Australia
527.75,5/28/2015,3.99,Clothing,Canada
231,5/28/2015,56.97,Accessories,United Kingdom
3598.5,5/28/2015,3415.48,Accessories,United States
338.5,5/28/2015,24.49,Accessories,France
309.25,5/28/2015,2333.97,Accessories,Germany
374.25,5/28/2015,828.47,Accessories,Australia
564.75,5/28/2015,34.99,Accessories,Canada
574.5,5/29/2015,0,Bikes,Canada
647.5,5/29/2015,1214.85,Bikes,France
2836.5,5/29/2015,11784.05,Bikes,United States
327,5/29/2015,69.98,Bikes,Germany
507.5,5/29/2015,711.41,Bikes,Australia
280.5,5/29/2015,93.98,Bikes,United Kingdom
744.5,5/29/2015,858.46,Components,France
527.75,5/29/2015,542.28,Clothing,Canada
788,5/29/2015,49.99,Clothing,France
1950.5,5/29/2015,6017.08,Clothing,United States
731.75,5/29/2015,75.97,Clothing,Germany
566.75,5/29/2015,2543.3,Clothing,Australia
579.25,5/29/2015,220.25,Clothing,United Kingdom
564.75,5/29/2015,36.59,Accessories,Canada
338.5,5/29/2015,36.59,Accessories,France
3598.5,5/29/2015,124.74,Accessories,United States
309.25,5/29/2015,561.97,Accessories,Germany
374.25,5/29/2015,4109.44,Accessories,Australia
231,5/29/2015,56.97,Accessories,United Kingdom
507.5,5/30/2015,5269.21,Bikes,Australia
2836.5,5/30/2015,869.18,Bikes,United States
280.5,5/30/2015,39.98,Bikes,United Kingdom
327,5/30/2015,64.47,Bikes,Germany
574.5,5/30/2015,4.99,Bikes,Canada
647.5,5/30/2015,56.48,Bikes,France
566.75,5/30/2015,2346.22,Clothing,Australia
1950.5,5/30/2015,4831.81,Clothing,United States
579.25,5/30/2015,564.98,Clothing,United Kingdom
731.75,5/30/2015,579.21,Clothing,Germany
527.75,5/30/2015,14.98,Clothing,Canada
788,5/30/2015,629.56,Clothing,France
374.25,5/30/2015,59.98,Accessories,Australia
3598.5,5/30/2015,4871.07,Accessories,United States
231,5/30/2015,72.28,Accessories,United Kingdom
309.25,5/30/2015,0,Accessories,Germany
564.75,5/30/2015,8.98,Accessories,Canada
338.5,5/30/2015,4.99,Accessories,France
327,5/31/2015,56.93,Bikes,Germany
574.5,5/31/2015,119.46,Bikes,Canada
647.5,5/31/2015,742.35,Bikes,France
507.5,5/31/2015,631.57,Bikes,Australia
280.5,5/31/2015,4.99,Bikes,United Kingdom
2836.5,5/31/2015,5940.86,Bikes,United States
731.75,5/31/2015,0,Clothing,Germany
527.75,5/31/2015,4769.9,Clothing,Canada
788,5/31/2015,0,Clothing,France
566.75,5/31/2015,4121.39,Clothing,Australia
579.25,5/31/2015,69.98,Clothing,United Kingdom
1950.5,5/31/2015,1419.35,Clothing,United States
309.25,5/31/2015,2389.06,Accessories,Germany
564.75,5/31/2015,140.73,Accessories,Canada
338.5,5/31/2015,51.97,Accessories,France
374.25,5/31/2015,217.98,Accessories,Australia
231,5/31/2015,4.99,Accessories,United Kingdom
3598.5,5/31/2015,1277.29,Accessories,United States
507.5,6/1/2015,596.47,Bikes,Australia
2836.5,6/1/2015,132.92,Bikes,United States
280.5,6/1/2015,44.98,Bikes,United Kingdom
327,6/1/2015,4058.96,Bikes,Germany
574.5,6/1/2015,167.24,Bikes,Canada
647.5,6/1/2015,4.99,Bikes,France
566.75,6/1/2015,2400.53,Clothing,Australia
1950.5,6/1/2015,2375.95,Clothing,United States
579.25,6/1/2015,2472.34,Clothing,United Kingdom
731.75,6/1/2015,2304.97,Clothing,Germany
527.75,6/1/2015,43.98,Clothing,Canada
788,6/1/2015,2384.07,Clothing,France
374.25,6/1/2015,0,Accessories,Australia
3598.5,6/1/2015,119.97,Accessories,United States
231,6/1/2015,2839.97,Accessories,United Kingdom
309.25,6/1/2015,0,Accessories,Germany
564.75,6/1/2015,84.98,Accessories,Canada
338.5,6/1/2015,0,Accessories,France
327,6/2/2015,549.98,Bikes,Germany
280.5,6/2/2015,23.78,Bikes,United Kingdom
574.5,6/2/2015,66.27,Bikes,Canada
647.5,6/2/2015,34.99,Bikes,France
507.5,6/2/2015,46.58,Bikes,Australia
2836.5,6/2/2015,1974.7,Bikes,United States
1789.25,6/2/2015,8062.35,Components,Australia
731.75,6/2/2015,21.98,Clothing,Germany
579.25,6/2/2015,2319.99,Clothing,United Kingdom
527.75,6/2/2015,35,Clothing,Canada
788,6/2/2015,76.46,Clothing,France
566.75,6/2/2015,552.97,Clothing,Australia
1950.5,6/2/2015,6805.74,Clothing,United States
309.25,6/2/2015,4.99,Accessories,Germany
231,6/2/2015,35,Accessories,United Kingdom
564.75,6/2/2015,1738.42,Accessories,Canada
338.5,6/2/2015,21.98,Accessories,France
374.25,6/2/2015,146.96,Accessories,Australia
3598.5,6/2/2015,8.99,Accessories,United States
574.5,6/3/2015,598.97,Bikes,Canada
647.5,6/3/2015,140.46,Bikes,France
280.5,6/3/2015,2359.97,Bikes,United Kingdom
2836.5,6/3/2015,2694.51,Bikes,United States
327,6/3/2015,59.98,Bikes,Germany
507.5,6/3/2015,4201.14,Bikes,Australia
12453.75,6/3/2015,7338.01,Components,United States
539.25,6/3/2015,2340.5,Components,Germany
527.75,6/3/2015,71.51,Clothing,Canada
788,6/3/2015,21.49,Clothing,France
579.25,6/3/2015,2349.47,Clothing,United Kingdom
1950.5,6/3/2015,3542.87,Clothing,United States
731.75,6/3/2015,2398.96,Clothing,Germany
566.75,6/3/2015,4245.26,Clothing,Australia
564.75,6/3/2015,28.98,Accessories,Canada
338.5,6/3/2015,8.99,Accessories,France
231,6/3/2015,2369.98,Accessories,United Kingdom
3598.5,6/3/2015,2009.96,Accessories,United States
